Titolo;Contenuto
D.Lgs. 387/2003 - Procedura Unica per l’autorizzazione alla realizzazione e all’esercizio di impianto per la produzione di energia elettrica dalla gassificazione delle biomasse, da realizzare in Via Ceresa, in Comune di Finale Emilia (MO) – Proponente: Sorgenia Bioenergy Spa. Avviso di deposito;La Provincia di Modena avvisa che il giorno 7/9/2010 la Società Sorgenia Bioenergy, con sede legale in Via Viviani n.12, in comune di Milano, ha presentato domanda per ottenere l’autorizzazione alla realizzazione e all’esercizio del progetto di impianto per la produzione di energia elettrica dalla gassificazione di biomasse, da realizzare in Via Ceresa, in Comune di Finale Emilia (MO).
Dlgs. 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica alimentato ad olio vegetale da 500 kW, da realizzare in Via Confine n.10/1, nel Comune di Vignola (MO) – Proponente: Società Boschi Gino S.r.l. Avviso di deposito;La Provincia di Modena avvisa che, il giorno 5/8/2010, il sig. Lazzaro Boschi, legale rappresentante della Società Boschi Gino S.r.l., ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto di produzione di energia elettrica alimentato ad olio vegetale, potenza 500 kWe, da realizzare in Via Confine n.10/1, nel comune di Vignola. La domanda è stata perfezionata il giorno 7/9/2010.
Dlgs. 387/2003 - Procedura Unica per l’autorizzazione alla realizzazione e all’esercizio di modifiche all’impianto di cogenerazione a biogas con digestione anaerobica dei liquami zootecnici in Via Viazza di Sotto n.11, in località Colombaro di Formigine (MO) – Proponente: Az. Agr. Colombaro Due S.S. - Avviso di deposito ;La Provincia di Modena avvisa che la Società Colombaro Due, con sede legale in Via Viazza di Sotto n.11, in Comune di Formigine (MO), ha presentato domanda, perfezionata in data 24/08/2010, per ottenere l’autorizzazione alla realizzazione e all’esercizio di modifiche all’impianto di cogenerazione a biogas con digestione anaerobica dei liquami zootecnici in Via Viazza di Sotto n. 11, in località Colombaro di Formigine (MO).
Dlgs. 387/2003 - Procedura Unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 2,81 MW, denominato “Carpi Fossoli II”, in Comune di Carpi (MO) – Proponente: Società Rete Rinnovabile S.r.l. – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 18/8/2010, l’ing. Edoardo Gambardella, procuratore della Società Rete Rinnovabile S.r.l. ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico per la produzione di energia elettrica della potenza di 2,81 MW, da realizzare in Strada Statale Romana Nord km 40.6, località Fossoli, in Comune di Carpi (MO).
Procedura congiunta di VIA volontaria e Autorizzazione Unica ai sensi del DLgs 387/03 per impianto fotovoltaico da realizzarsi presso la discarica Cà Leona in località Casaglia FE. Società Spal 1907 S.p.A. Avviso di deposito;L’autorità competente Provincia di Ferrara – UOPC Sostenibilità Ambientale e UOPC Mobilità ed Energia- avvisa che, ai sensi del titolo III della LR 9/99 come integrata dal DLgs 152/06 e smi, sono stati presentati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione su base volontaria della procedura di valutazione di impatto ambientale e congiunta autorizzazione unica relativi al
DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 985,5 kW, da realizzare in Via Gallerana n. 4, nel comune di San Prospero s/S (MO) – Proponente Azienda Agricola Zaccarelli Francesco – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 03/08/2010, il sig. Francesco Zaccarelli, titolare dell’Azienda Agricola Zaccarelli Francesco, ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra di potenza di 985,5 kW, da realizzare in Via Gallerana n.4, nel Comune di San Prospero s/S (MO).
"Pubblicazione per estratto, ai sensi dell’art. 16 comma 3, Legge regionale 18 maggio 1999, n. 9 e smi, della delibera di Giunta provinciale n. 336 del 30/07/2010 e rilascio dell'Autorizzazione Unica (D.Lgs. 387/2003) relativa all’""Impianto fotovoltaico di potenza pari a 1,7 MWP in comune di Pieve di Cento, Via Asia” proposto da M2M Consulting di M. Mandrioli, nell’ambito della Procedura di Valutazione di Impatto Ambientale di cui al Titolo II, artt. 11 e ss. della L.R. 9/1999";L’Autorità competente, Provincia di Bologna, in persona del responsabile del procedimento, dr.ssa Valentina Beltrame, Dirigente del Servizio Pianificazione Ambientale, comunica la decisione relativa alla procedura di VIA concernente l’“Impianto fotovoltaico di potenza pari a 1,7 MWP in comune di Pieve di Cento, via Asia” proposto da M2M Consulting di M. Mandrioli.
Richiesta di autorizzazione unica per la realizzazione di un impianto fotovoltaico per la produzione di energia elettrica da realizzarsi in comune di Piacenza, loc. Torricelle. Avviso di deposito del progetto;Il Settore “Viabilità, edilizia e infrastrutture”, ai sensi dell’art. 12 del D. Lgs. 387/2003, rende noto che presso l’ufficio del Settore “Energia, gestione attività estrattive, tutela ambientale e faunistica – Protezione civile e Polizia Provinciale” della Provincia di Piacenza si trova depositato il progetto relativo alla richiesta di autorizzazione unica per la realizzazione di un impianto fotovoltaico per la produzione di energia elettrica da realizzarsi in Comune di Piacenza, Loc. Torricelle, presentata da Piacenza Petroli
Avviso di deposito del progetto relativo alla richiesta di autorizzazione unica per la realizzazione di un impianto fotovoltaico per la produzione di energia elettrica da realizzarsi in Comune di Gazzola (PC), presentata da Carmarket Srl;Il Settore “Viabilità, edilizia e infrastrutture”, ai sensi dell’art. 12 del D. Lgs. 387/2003, rende noto che presso l’ufficio del Settore “Energia, gestione attività estrattive, tutela ambientale e faunistica – Protezione civile e Polizia Provinciale” della Provincia di Piacenza si trova depositato il progetto relativo alla richiesta di autorizzazione unica per la realizzazione di un impianto fotovoltaico per la produzione di energia elettrica da realizzarsi in Comune di Gazzola, presentata da Carmarket S.r.l.
Dlgs. 387/2003, LR. 26/2004 e L. 241/1990 - Procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 968 KW, in Comune di Camposanto (MO) – Proponente: Soc. Agr. Mario Casoni Srl. Avviso di deposito;La Provincia di Modena avvisa che il giorno 18/05/2010 la Soc. Agricola Mario Casoni Srl, con sede legale in Via Venezia 5/A, in comune di Finale Emilia (MO), ha presentato alla Provincia di Modena la domanda, successivamente perfezionata in data 16/07/2010, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza di 968,00 kW, da realizzare fra la Strada Provinciale Panaria Bassa e Via Dogaro, in comune di Camposanto (MO).
Dlgs. 387/2003, LR. 26/2004 e L. 241/1990. Procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 993,6 KWp, in Via Imperatora, Comune di Formigine (MO) – Proponente: Sergio Parmeggiani. Avviso di deposito;La Provincia di Modena avvisa che il giorno 10/06/2010, il Sig. Sergio Parmeggiani, per conto della omonima società, con sede legale in Via Imperatora n.9, in Comune di Formigine (MO), ha presentato alla Provincia di Modena la domanda, successivamente perfezionata in data 12/07/2010, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza di 993,60 kW, da realizzare nei pressi del civico n.9 di Via Imperatora, in Comune di Formigine (MO).
Avviso di deposito della documentazione progettuale per l'approvazione della variante al vigente P.R.G. del Comune di Sala Bolognese, ai sensi dell'art.15 L.R. 47/1978 e art. 41, comma 2, L.R. 20/2000, correlata al rilascio, nei termini di legge, dell'Autorizzazione unica ex art.12 D.Lgs. 387/2003 alla realizzazione e messa in esercizio dell'impianto fotovoltaico (F.E.R.) proposto da Rainbow Srl;Il Responsabile del Servizio di Pianificazione Ambientale della Provincia di Bologna
DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 1,08 MW, denominato “Carpi Fossoli I”, in comune di Carpi (MO) – Proponente: Società Rete Rinnovabile Srl – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 13/05/2010, l’ing. Edoardo Gambardella, procuratore della Società Rete Rinnovabile Srl ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico per la produzione di energia elettrica della potenza di 1,08 MW, da realizzare in Strada Statale Romana Nord km 40.5, località Fossoli, in comune di Carpi (MO).
DLgs 387/2003, L.R. 26/2004, L. 241/1990 - Autorizzazione unica alla realizzazione ed all'esercizio della centrale termoelettrica a biomasse, da realizzare presso l'area dell'ex Zuccherificio di Finale Emilia (Mo). Proponente: Domus Energia Srl, subentrato a Eco Spark SpA ;La Provincia di Modena, in qualità di autorità competente al rilascio delle autorizzazioni per la realizzazione e l’esercizio di impianti finalizzati alla produzione di energia elettrica da fonti rinnovabili di potenza inferiore a 50MW (L.R. 26/2004), comunica quanto segue.
DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 999,81 kW, in località Magreta, comune di Formigine (MO) – Proponente: Società EAFIN SpA – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 06/05/2010, il sig. Massimo Vecchi, legale rappresentante della Società EAFIN SpA ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico per la produzione di energia elettrica della potenza di 999,81 kW, da realizzare in Strada Pederzona, in comune di Formigine (MO).
DLgs 115/2008 - Procedura unica di autorizzazione alla realizzazione e all’esercizio di un impianto di cogenerazione presso la centrale di teleriscaldamento 3° PEEP, in Via Alassio 285, in comune di Modena (MO) – Proponente: HERA SpA – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 29/03/2010, l’ing. Roberto Gasparetto, Procuratore Speciale della HERA SpA ha presentato domanda per ottenere l’autorizzazione alla realizzazione e all’esercizio di un impianto di cogenerazione presso la centrale di teleriscaldamento 3° PEEP, in Via Alassio 285, in comune di Modena.
Dlgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 997,92 kW, in località Corlo, comune di Formigine (MO) – Proponente: Società Agricola Villa di Corlo Srl – Avviso di deposito;La Provincia di Modena avvisa che, il giorno 04/03/2010, la dott.sa Elisa Giacobazzi, legale rappresentante della Società Agricola Villa di Corlo Srl ha presentato domanda, perfezionata in data 01/04/2010, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico per la produzione di energia elettrica della potenza di 997,92 kW, da realizzare in Strada Corletto, in Comune di Formigine (MO) e in parte nel comune di Modena.
DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza 496,32 kW, in località Vesale, Comune di Sestola (MO) – Proponente: Pattarozzi Maria Rosa;La Provincia di Modena avvisa che la Sig.ra Maria Rosa Pattarozzi, residente in Via Torraccia-Vesale n. 12, in Comune di Sestola (MO), ha presentato domanda, perfezionata in data 03/03/2010, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza di 496,32 kW, da realizzare in località Vesale, via Torraccia, in Comune di Sestola.
DLGS 387/2003 - Procedura unica per l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza di circa 100 kW, in comune di Nonantola (MO) – Proponente: La Torretta s.s.;La Provincia di Modena avvisa che la Società La Torretta s.s., con sede legale in Via Provinciale Est n. 54/3, in Comune di Nonantola (MO), ha presentato domanda, perfezionata in data 30/12/2009, per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico a terra della potenza di 100 kW, da realizzare presso la propria sede, in comune di Nonantola.
